"tank","species","length_µm","length_mm","treatment","temperature"
"E2","B_f",4739.486,4.739486,"3HW","25"
"E2","A_d",2456.681,2.456681,"3HW","25"
"E2","G_d",1904.4,1.9044,"3HW","25"
"E2","I_d",3274.301,3.274301,"3HW","25"
"E2","B_f",1629.629,1.629629,"3HW","25"
"E2","A_d",2896.178,2.896178,"3HW","25"
"E2","G_d",5967.27,5.96727,"3HW","25"
"E2","I_d",2477.47,2.47747,"3HW","25"
"E2","B_f",1391.823,1.391823,"3HW","25"
"E2","A_d",3005.804,3.005804,"3HW","25"
"E2","G_d",4216.737,4.216737,"3HW","25"
"E2","I_d",2128.434,2.128434,"3HW","25"
"E2","B_f",5129.675,5.129675,"3HW","25"
"E2","A_d",2904.539,2.904539,"3HW","25"
"E2","G_d",2774.22,2.77422,"3HW","25"
"E2","I_d",1855.278,1.855278,"3HW","25"
"E2","B_f",1357.583,1.357583,"3HW","25"
"E2","A_d",1820.859,1.820859,"3HW","25"
"E2","G_d",5449.265,5.449265,"3HW","25"
"E2","I_d",2002.829,2.002829,"3HW","25"
"E2","B_f",1362.686,1.362686,"3HW","25"
"E2","A_d",2937.483,2.937483,"3HW","25"
"E2","G_d",1486.029,1.486029,"3HW","25"
"E2","I_d",1535.834,1.535834,"3HW","25"
"E2","B_f",1515.601,1.515601,"3HW","25"
"E2","A_d",2283.198,2.283198,"3HW","25"
"E2","G_d",7390.658,7.390658,"3HW","25"
"E2","I_d",2663.976,2.663976,"3HW","25"
"E2","B_f",1275.976,1.275976,"3HW","25"
"E2","A_d",2069.453,2.069453,"3HW","25"
"E2","G_d",2456.201,2.456201,"3HW","25"
"E2","I_d",1919.473,1.919473,"3HW","25"
"E2","B_f",646.766,0.646766,"3HW","25"
"E2","A_d",3650.771,3.650771,"3HW","25"
"E2","G_d",1517.041,1.517041,"3HW","25"
"E2","I_d",2258.525,2.258525,"3HW","25"
"E2","B_f",4757.484,4.757484,"3HW","25"
"E2","A_d",2149.783,2.149783,"3HW","25"
"E2","G_d",1778.699,1.778699,"3HW","25"
"E2","I_d",2513.27,2.51327,"3HW","25"
"E2","B_f",2331.156,2.331156,"3HW","25"
"E2","A_d",2058.827,2.058827,"3HW","25"
"E2","G_d",6019.564,6.019564,"3HW","25"
"E2","I_d",2557.795,2.557795,"3HW","25"
"E2","B_f",1350.681,1.350681,"3HW","25"
"E2","A_d",3113.777,3.113777,"3HW","25"
"E2","G_d",4589.818,4.589818,"3HW","25"
"E2","I_d",2914.333,2.914333,"3HW","25"
"E2","B_f",1608.473,1.608473,"3HW","25"
"E2","A_d",4488.513,4.488513,"3HW","25"
"E2","G_d",1088.25,1.08825,"3HW","25"
"E2","I_d",3492.521,3.492521,"3HW","25"
"E2","B_f",5188.959,5.188959,"3HW","25"
"E2","A_d",3061.604,3.061604,"3HW","25"
"E2","G_d",1264.83,1.26483,"3HW","25"
"E2","I_d",2183.616,2.183616,"3HW","25"
"E2","B_f",1659.138,1.659138,"3HW","25"
"E2","A_d",2094.951,2.094951,"3HW","25"
"E2","G_d",4029.577,4.029577,"3HW","25"
"E2","I_d",1491.194,1.491194,"3HW","25"
"E2","B_f",819.045,0.819045,"3HW","25"
"E2","A_d",3844.812,3.844812,"3HW","25"
"E2","G_d",4978.539,4.978539,"3HW","25"
"E2","I_d",1959.183,1.959183,"3HW","25"
"E2","B_f",3070.99,3.07099,"3HW","25"
"E2","A_d",1191.958,1.191958,"3HW","25"
"E2","G_d",4254.476,4.254476,"3HW","25"
"E2","I_d",2082.563,2.082563,"3HW","25"
"E2","B_f",4700.093,4.700093,"3HW","25"
"E2","A_d",3743.839,3.743839,"3HW","25"
"E2","G_d",6105.311,6.105311,"3HW","25"
"E2","I_d",3862.642,3.862642,"3HW","25"
"E2","B_f",1447.141,1.447141,"3HW","25"
"E2","A_d",3192.35,3.19235,"3HW","25"
"E2","G_d",1987.013,1.987013,"3HW","25"
"E2","I_d",2057.007,2.057007,"3HW","25"
"E2","B_f",3727.104,3.727104,"3HW","25"
"E2","A_d",3940.683,3.940683,"3HW","25"
"E2","G_d",1200.352,1.200352,"3HW","25"
"E2","I_d",1308.993,1.308993,"3HW","25"
"E2","B_f",1869.579,1.869579,"3HW","25"
"E2","A_d",2596.605,2.596605,"3HW","25"
"E2","G_d",2050.01,2.05001,"3HW","25"
"E2","I_d",2308.347,2.308347,"3HW","25"
"E2","B_f",1004.264,1.004264,"3HW","25"
"E2","A_d",3521.328,3.521328,"3HW","25"
"E2","G_d",2098.684,2.098684,"3HW","25"
"E2","I_d",1735.541,1.735541,"3HW","25"
"E2","B_f",546.178,0.546178,"3HW","25"
"E2","A_d",2671.372,2.671372,"3HW","25"
"E2","G_d",2749.905,2.749905,"3HW","25"
"E2","I_d",2195.447,2.195447,"3HW","25"
"E2","B_f",4208.926,4.208926,"3HW","25"
"E2","A_d",4041.812,4.041812,"3HW","25"
"E2","G_d",4248.315,4.248315,"3HW","25"
"E2","I_d",1819.887,1.819887,"3HW","25"
"E2","B_f",1930.611,1.930611,"3HW","25"
"E2","A_d",2734.336,2.734336,"3HW","25"
"E2","G_d",4142.661,4.142661,"3HW","25"
"E2","B_f",1076.72,1.07672,"3HW","25"
"E2","A_d",2795.18,2.79518,"3HW","25"
"E2","G_d",4208.287,4.208287,"3HW","25"
"E2","B_f",1480.973,1.480973,"3HW","25"
"E2","A_d",3156.013,3.156013,"3HW","25"
"E2","G_d",5279.706,5.279706,"3HW","25"
"E2","B_f",1831.44,1.83144,"3HW","25"
"E2","A_d",3335.068,3.335068,"3HW","25"
"E2","G_d",1659.138,1.659138,"3HW","25"
"E2","B_f",1768,1.768,"3HW","25"
"E2","A_d",4305.128,4.305128,"3HW","25"
"E2","G_d",1863.282,1.863282,"3HW","25"
"E2","B_f",700.601,0.700601,"3HW","25"
"E2","A_d",1550.314,1.550314,"3HW","25"
"E2","G_d",1850.744,1.850744,"3HW","25"
"E2","B_f",3667.615,3.667615,"3HW","25"
"E2","A_d",2616.399,2.616399,"3HW","25"
"E2","G_d",1546.418,1.546418,"3HW","25"
"E2","B_f",2091.337,2.091337,"3HW","25"
"E2","A_d",1447.178,1.447178,"3HW","25"
"E2","G_d",1496.238,1.496238,"3HW","25"
"E2","B_f",639.456,0.639456,"3HW","25"
"E2","A_d",3465.959,3.465959,"3HW","25"
"E2","G_d",4599.514,4.599514,"3HW","25"
"E2","B_f",2166.705,2.166705,"3HW","25"
"E2","A_d",2130.985,2.130985,"3HW","25"
"E2","G_d",4019.398,4.019398,"3HW","25"
"E2","B_f",1387.917,1.387917,"3HW","25"
"E2","A_d",2529.771,2.529771,"3HW","25"
"E2","G_d",7101.222,7.101222,"3HW","25"
"E2","B_f",1764.419,1.764419,"3HW","25"
"E2","A_d",3209.937,3.209937,"3HW","25"
"E2","G_d",3458.479,3.458479,"3HW","25"
"E2","B_f",1239.803,1.239803,"3HW","25"
"E2","A_d",2373.188,2.373188,"3HW","25"
"E2","G_d",3484.147,3.484147,"3HW","25"
"E2","B_f",685.172,0.685172,"3HW","25"
"E2","A_d",2561.459,2.561459,"3HW","25"
"E2","G_d",4854.871,4.854871,"3HW","25"
"E2","B_f",1783.632,1.783632,"3HW","25"
"E2","A_d",3838.31,3.83831,"3HW","25"
"E2","G_d",2742.976,2.742976,"3HW","25"
"E2","B_f",1278.211,1.278211,"3HW","25"
"E2","A_d",3892.427,3.892427,"3HW","25"
"E2","G_d",3133.181,3.133181,"3HW","25"
"E2","B_f",4739.521,4.739521,"3HW","25"
"E2","A_d",2417.825,2.417825,"3HW","25"
"E2","G_d",4155.395,4.155395,"3HW","25"
"E2","B_f",1717.516,1.717516,"3HW","25"
"E2","A_d",1406.258,1.406258,"3HW","25"
"E2","G_d",4255.318,4.255318,"3HW","25"
"E2","B_f",501.742,0.501742,"3HW","25"
"E2","A_d",4265.34,4.26534,"3HW","25"
"E2","G_d",4369.937,4.369937,"3HW","25"
"E2","B_f",1230.195,1.230195,"3HW","25"
"E2","A_d",4274.387,4.274387,"3HW","25"
"E2","G_d",1469.821,1.469821,"3HW","25"
"E2","B_f",4453.062,4.453062,"3HW","25"
"E2","A_d",3124.409,3.124409,"3HW","25"
"E2","G_d",4624.561,4.624561,"3HW","25"
"E2","B_f",3932.716,3.932716,"3HW","25"
"E2","A_d",2290.202,2.290202,"3HW","25"
"E2","G_d",1764.927,1.764927,"3HW","25"
"E2","B_f",1150.645,1.150645,"3HW","25"
"E2","A_d",2462.434,2.462434,"3HW","25"
"E2","G_d",4755.119,4.755119,"3HW","25"
"E2","B_f",1038.189,1.038189,"3HW","25"
"E2","A_d",2442.953,2.442953,"3HW","25"
"E2","G_d",3867.71,3.86771,"3HW","25"
"E2","B_f",1137.78,1.13778,"3HW","25"
"E2","A_d",4360.813,4.360813,"3HW","25"
"E2","G_d",1960.586,1.960586,"3HW","25"
"E2","B_f",1684.348,1.684348,"3HW","25"
"E2","A_d",4457.915,4.457915,"3HW","25"
"E2","G_d",2842.852,2.842852,"3HW","25"
"E2","B_f",728.716,0.728716,"3HW","25"
"E2","A_d",2588.723,2.588723,"3HW","25"
"E2","G_d",4517.152,4.517152,"3HW","25"
"E2","B_f",795.121,0.795121,"3HW","25"
"E2","A_d",2535.088,2.535088,"3HW","25"
"E2","G_d",5002.226,5.002226,"3HW","25"
"E2","B_f",4820.639,4.820639,"3HW","25"
"E2","A_d",4122.385,4.122385,"3HW","25"
"E2","G_d",1432.018,1.432018,"3HW","25"
"E2","B_f",1544.608,1.544608,"3HW","25"
"E2","A_d",2645.363,2.645363,"3HW","25"
"E2","G_d",7403.007,7.403007,"3HW","25"
"E2","B_f",1677.122,1.677122,"3HW","25"
"E2","A_d",3771.885,3.771885,"3HW","25"
"E2","G_d",3724.701,3.724701,"3HW","25"
"E2","B_f",2500.576,2.500576,"3HW","25"
"E2","A_d",1917.518,1.917518,"3HW","25"
"E2","G_d",1709.906,1.709906,"3HW","25"
"E2","B_f",1444.819,1.444819,"3HW","25"
"E2","A_d",3285.198,3.285198,"3HW","25"
"E2","G_d",2002.277,2.002277,"3HW","25"
"E2","B_f",1426.693,1.426693,"3HW","25"
"E2","A_d",2568.538,2.568538,"3HW","25"
"E2","G_d",1365.599,1.365599,"3HW","25"
"E2","B_f",4903.336,4.903336,"3HW","25"
"E2","A_d",2433.272,2.433272,"3HW","25"
"E2","G_d",3151.704,3.151704,"3HW","25"
"E2","B_f",865.816,0.865816,"3HW","25"
"E2","A_d",3191.632,3.191632,"3HW","25"
"E2","G_d",1726.843,1.726843,"3HW","25"
"E2","B_f",709.57,0.70957,"3HW","25"
"E2","A_d",3678.355,3.678355,"3HW","25"
"E2","G_d",4398.532,4.398532,"3HW","25"
"E2","B_f",1188.968,1.188968,"3HW","25"
"E2","A_d",3903.197,3.903197,"3HW","25"
"E2","G_d",1560.684,1.560684,"3HW","25"
"E2","B_f",927.487,0.927487,"3HW","25"
"E2","A_d",2587.547,2.587547,"3HW","25"
"E2","G_d",1824.183,1.824183,"3HW","25"
"E2","B_f",1475.218,1.475218,"3HW","25"
"E2","A_d",2651.461,2.651461,"3HW","25"
"E2","G_d",5026.38,5.02638,"3HW","25"
"E2","B_f",975.485,0.975485,"3HW","25"
"E2","A_d",2438.977,2.438977,"3HW","25"
"E2","G_d",2726.686,2.726686,"3HW","25"
"E2","B_f",1606.28,1.60628,"3HW","25"
"E2","A_d",2585.415,2.585415,"3HW","25"
"E2","G_d",1820.867,1.820867,"3HW","25"
"E2","B_f",4284.077,4.284077,"3HW","25"
"E2","A_d",3566.727,3.566727,"3HW","25"
"E2","G_d",4869.053,4.869053,"3HW","25"
"E2","B_f",816.307,0.816307,"3HW","25"
"E2","A_d",3723.08,3.72308,"3HW","25"
"E2","G_d",2113.036,2.113036,"3HW","25"
"E2","B_f",1606.001,1.606001,"3HW","25"
"E2","A_d",2881.76,2.88176,"3HW","25"
"E2","G_d",1376.864,1.376864,"3HW","25"
"E2","B_f",1648.987,1.648987,"3HW","25"
"E2","A_d",1578.637,1.578637,"3HW","25"
"E2","G_d",1505.932,1.505932,"3HW","25"
"E2","B_f",3669.933,3.669933,"3HW","25"
"E2","A_d",3131.485,3.131485,"3HW","25"
"E2","G_d",3989.376,3.989376,"3HW","25"
"E2","B_f",2072.303,2.072303,"3HW","25"
"E2","A_d",3680.591,3.680591,"3HW","25"
"E2","G_d",1398.002,1.398002,"3HW","25"
"E2","B_f",2094.332,2.094332,"3HW","25"
"E2","A_d",4514.594,4.514594,"3HW","25"
"E2","G_d",1572.83,1.57283,"3HW","25"
"E2","B_f",1868.082,1.868082,"3HW","25"
"E2","A_d",3530.447,3.530447,"3HW","25"
"E2","G_d",4126.2,4.1262,"3HW","25"
"E2","B_f",1863.552,1.863552,"3HW","25"
"E2","A_d",1833.813,1.833813,"3HW","25"
"E2","G_d",1461.726,1.461726,"3HW","25"
"E2","B_f",1394.394,1.394394,"3HW","25"
"E2","A_d",1835.541,1.835541,"3HW","25"
"E2","G_d",3333.691,3.333691,"3HW","25"
"E2","B_f",921.857,0.921857,"3HW","25"
"E2","A_d",4197.025,4.197025,"3HW","25"
"E2","G_d",1058.212,1.058212,"3HW","25"
"E2","B_f",1587.881,1.587881,"3HW","25"
"E2","A_d",1749.987,1.749987,"3HW","25"
"E2","G_d",3322.39,3.32239,"3HW","25"
"E2","B_f",1841.042,1.841042,"3HW","25"
"E2","A_d",3355.876,3.355876,"3HW","25"
"E2","G_d",1179.279,1.179279,"3HW","25"
"E2","B_f",993.619,0.993619,"3HW","25"
"E2","A_d",4553.346,4.553346,"3HW","25"
"E2","G_d",1101.134,1.101134,"3HW","25"
"E2","B_f",2580.349,2.580349,"3HW","25"
"E2","A_d",3084.232,3.084232,"3HW","25"
"E2","G_d",1209.086,1.209086,"3HW","25"
"E2","B_f",861.929,0.861929,"3HW","25"
"E2","A_d",2977.43,2.97743,"3HW","25"
"E2","G_d",1580.073,1.580073,"3HW","25"
"E2","B_f",854.626,0.854626,"3HW","25"
"E2","A_d",3989.794,3.989794,"3HW","25"
"E2","B_f",1893.111,1.893111,"3HW","25"
"E2","A_d",3402.454,3.402454,"3HW","25"
"E2","B_f",1817.914,1.817914,"3HW","25"
"E2","A_d",4478.608,4.478608,"3HW","25"
"E2","B_f",1450.695,1.450695,"3HW","25"
"E2","A_d",4092.813,4.092813,"3HW","25"
"E2","B_f",1297.55,1.29755,"3HW","25"
"E2","A_d",2429.878,2.429878,"3HW","25"
"E2","B_f",1388.562,1.388562,"3HW","25"
"E2","A_d",2885.396,2.885396,"3HW","25"
"E2","B_f",438.4,0.4384,"3HW","25"
"E2","A_d",2458.534,2.458534,"3HW","25"
"E2","B_f",1412.024,1.412024,"3HW","25"
"E2","A_d",3537.098,3.537098,"3HW","25"
"E2","B_f",1623.711,1.623711,"3HW","25"
"E2","A_d",3261.357,3.261357,"3HW","25"
"E2","B_f",1786.047,1.786047,"3HW","25"
"E2","A_d",3386.136,3.386136,"3HW","25"
"E2","B_f",1054.237,1.054237,"3HW","25"
"E2","A_d",2833.607,2.833607,"3HW","25"
"E2","B_f",1197.972,1.197972,"3HW","25"
"E2","A_d",4512.977,4.512977,"3HW","25"
"E2","B_f",568.275,0.568275,"3HW","25"
"E2","A_d",4201.632,4.201632,"3HW","25"
"E2","B_f",1210.751,1.210751,"3HW","25"
"E2","A_d",3193.833,3.193833,"3HW","25"
"E2","B_f",3096.164,3.096164,"3HW","25"
"E2","A_d",4200.4,4.2004,"3HW","25"
"E2","B_f",951.612,0.951612,"3HW","25"
"E2","A_d",2367.057,2.367057,"3HW","25"
"E2","B_f",649.615,0.649615,"3HW","25"
"E2","A_d",3472.612,3.472612,"3HW","25"
"E2","B_f",980.749,0.980749,"3HW","25"
"E2","A_d",3749.868,3.749868,"3HW","25"
"E2","B_f",1092.356,1.092356,"3HW","25"
"E2","A_d",3199.127,3.199127,"3HW","25"
"E2","B_f",2529.041,2.529041,"3HW","25"
"E2","A_d",3618.721,3.618721,"3HW","25"
"E2","B_f",3463.864,3.463864,"3HW","25"
"E2","A_d",3475.311,3.475311,"3HW","25"
"E2","B_f",1292.883,1.292883,"3HW","25"
"E2","A_d",3556.61,3.55661,"3HW","25"
"E2","B_f",1146.259,1.146259,"3HW","25"
"E2","A_d",2800.423,2.800423,"3HW","25"
"E2","B_f",980.064,0.980064,"3HW","25"
"E2","A_d",2324.974,2.324974,"3HW","25"
"E2","B_f",1939.923,1.939923,"3HW","25"
"E2","A_d",3951.228,3.951228,"3HW","25"
"E2","B_f",2532.535,2.532535,"3HW","25"
"E2","A_d",1428.12,1.42812,"3HW","25"
"E2","B_f",1030.668,1.030668,"3HW","25"
"E2","A_d",2975.733,2.975733,"3HW","25"
"E2","B_f",964.696,0.964696,"3HW","25"
"E2","A_d",2803.151,2.803151,"3HW","25"
"E2","B_f",843.817,0.843817,"3HW","25"
"E2","A_d",4943.368,4.943368,"3HW","25"
"E2","B_f",1581.56,1.58156,"3HW","25"
"E2","A_d",3436.117,3.436117,"3HW","25"
"E2","B_f",1114.722,1.114722,"3HW","25"
"E2","A_d",2891.122,2.891122,"3HW","25"
"E2","B_f",4824.352,4.824352,"3HW","25"
"E2","A_d",3523.586,3.523586,"3HW","25"
"E2","B_f",5267.873,5.267873,"3HW","25"
"E2","A_d",3022.541,3.022541,"3HW","25"
"E2","B_f",577.943,0.577943,"3HW","25"
"E2","A_d",1691.947,1.691947,"3HW","25"
"E2","B_f",1713.045,1.713045,"3HW","25"
"E2","A_d",3624.289,3.624289,"3HW","25"
"E2","B_f",1483.503,1.483503,"3HW","25"
"E2","A_d",6100.554,6.100554,"3HW","25"
"E2","B_f",1728.301,1.728301,"3HW","25"
"E2","A_d",1458.186,1.458186,"3HW","25"
"E2","B_f",710.122,0.710122,"3HW","25"
"E2","A_d",3324.209,3.324209,"3HW","25"
"E2","B_f",1092.356,1.092356,"3HW","25"
"E2","A_d",3599.384,3.599384,"3HW","25"
"E2","B_f",1332.282,1.332282,"3HW","25"
"E2","A_d",4219.508,4.219508,"3HW","25"
"E2","B_f",1029.962,1.029962,"3HW","25"
"E2","A_d",3286.451,3.286451,"3HW","25"
"E2","B_f",1379.179,1.379179,"3HW","25"
"E2","A_d",2124.929,2.124929,"3HW","25"
"E2","B_f",567.092,0.567092,"3HW","25"
"E2","A_d",2302.817,2.302817,"3HW","25"
"E2","B_f",1684.348,1.684348,"3HW","25"
"E2","A_d",3097.089,3.097089,"3HW","25"
"E2","B_f",821.229,0.821229,"3HW","25"
"E2","A_d",4076.227,4.076227,"3HW","25"
"E2","B_f",569.456,0.569456,"3HW","25"
"E2","A_d",3768.885,3.768885,"3HW","25"
"E2","B_f",1684.979,1.684979,"3HW","25"
"E2","A_d",4368.345,4.368345,"3HW","25"
"E2","B_f",1813.969,1.813969,"3HW","25"
"E2","A_d",3369.24,3.36924,"3HW","25"
"E2","B_f",1335.136,1.335136,"3HW","25"
"E2","A_d",1799.844,1.799844,"3HW","25"
"E2","B_f",1795.049,1.795049,"3HW","25"
"E2","A_d",3525.15,3.52515,"3HW","25"
"E2","B_f",5140.236,5.140236,"3HW","25"
"E2","A_d",3992.87,3.99287,"3HW","25"
"E2","B_f",910.864,0.910864,"3HW","25"
"E2","A_d",1460.536,1.460536,"3HW","25"
"E2","B_f",583.725,0.583725,"3HW","25"
"E2","A_d",5207.577,5.207577,"3HW","25"
"E2","B_f",1411.945,1.411945,"3HW","25"
"E2","A_d",3609.067,3.609067,"3HW","25"
"E2","B_f",660.467,0.660467,"3HW","25"
"E2","A_d",3192.955,3.192955,"3HW","25"
"E2","B_f",724.17,0.72417,"3HW","25"
"E2","A_d",3134.66,3.13466,"3HW","25"
"E2","B_f",837.091,0.837091,"3HW","25"
"E2","A_d",1298.745,1.298745,"3HW","25"
"E2","B_f",2245.803,2.245803,"3HW","25"
"E2","A_d",1684.555,1.684555,"3HW","25"
"E2","B_f",1050.408,1.050408,"3HW","25"
"E2","A_d",3184.442,3.184442,"3HW","25"
"E2","B_f",1820.252,1.820252,"3HW","25"
"E2","A_d",3327.022,3.327022,"3HW","25"
"E2","B_f",1758.318,1.758318,"3HW","25"
"E2","A_d",3090.327,3.090327,"3HW","25"
"E2","B_f",1731.277,1.731277,"3HW","25"
"E2","A_d",3211.768,3.211768,"3HW","25"
"E2","B_f",1547.323,1.547323,"3HW","25"
"E2","A_d",2421.809,2.421809,"3HW","25"
"E2","B_f",1041.418,1.041418,"3HW","25"
"E2","A_d",1323.917,1.323917,"3HW","25"
"E2","B_f",1124.868,1.124868,"3HW","25"
"E2","A_d",2890.217,2.890217,"3HW","25"
"E2","B_f",2020.808,2.020808,"3HW","25"
"E2","A_d",2327.102,2.327102,"3HW","25"
"E2","B_f",1354.405,1.354405,"3HW","25"
"E2","A_d",2055.277,2.055277,"3HW","25"
"E2","B_f",4614.882,4.614882,"3HW","25"
"E2","A_d",3449.372,3.449372,"3HW","25"
"E2","B_f",2222.354,2.222354,"3HW","25"
"E2","A_d",3564.93,3.56493,"3HW","25"
"E2","B_f",1712.849,1.712849,"3HW","25"
"E2","A_d",4188.969,4.188969,"3HW","25"
"E2","B_f",795.261,0.795261,"3HW","25"
"E2","A_d",4162.397,4.162397,"3HW","25"
"E2","B_f",1916.119,1.916119,"3HW","25"
"E2","A_d",3724.507,3.724507,"3HW","25"
"E2","B_f",4310.944,4.310944,"3HW","25"
"E2","A_d",3154.644,3.154644,"3HW","25"
"E2","B_f",2061.336,2.061336,"3HW","25"
"E2","A_d",2336.646,2.336646,"3HW","25"
"E2","B_f",911.171,0.911171,"3HW","25"
"E2","A_d",4190.869,4.190869,"3HW","25"
"E2","B_f",1792.803,1.792803,"3HW","25"
"E2","A_d",3346.428,3.346428,"3HW","25"
"E2","B_f",1675.686,1.675686,"3HW","25"
"E2","A_d",2758.468,2.758468,"3HW","25"
"E2","B_f",1053.122,1.053122,"3HW","25"
"E2","A_d",2081.641,2.081641,"3HW","25"
"E2","B_f",2058.211,2.058211,"3HW","25"
"E2","A_d",4277.428,4.277428,"3HW","25"
"E2","B_f",927.487,0.927487,"3HW","25"
"E2","A_d",1749.588,1.749588,"3HW","25"
"E2","B_f",1801.771,1.801771,"3HW","25"
"E2","A_d",1587.957,1.587957,"3HW","25"
"E2","B_f",2112.665,2.112665,"3HW","25"
"E2","A_d",2066.322,2.066322,"3HW","25"
"E2","B_f",706.012,0.706012,"3HW","25"
"E2","A_d",3447.799,3.447799,"3HW","25"
"E2","B_f",3213.256,3.213256,"3HW","25"
"E2","A_d",2760.448,2.760448,"3HW","25"
"E2","B_f",1399.162,1.399162,"3HW","25"
"E2","A_d",3855.257,3.855257,"3HW","25"
"E2","B_f",2253.366,2.253366,"3HW","25"
"E2","A_d",1946.134,1.946134,"3HW","25"
"E2","B_f",1984.194,1.984194,"3HW","25"
"E2","A_d",2175.758,2.175758,"3HW","25"
"E2","B_f",1396.76,1.39676,"3HW","25"
"E2","A_d",3012.795,3.012795,"3HW","25"
"E2","B_f",1512.94,1.51294,"3HW","25"
"E2","A_d",2736.913,2.736913,"3HW","25"
"E2","B_f",1688.828,1.688828,"3HW","25"
"E2","A_d",1931.644,1.931644,"3HW","25"
"E2","B_f",2162.051,2.162051,"3HW","25"
"E2","A_d",2029.454,2.029454,"3HW","25"
"E2","B_f",4437.273,4.437273,"3HW","25"
"E2","A_d",3702.476,3.702476,"3HW","25"
"E2","B_f",1462.07,1.46207,"3HW","25"
"E2","A_d",5599.7,5.5997,"3HW","25"
"E2","B_f",1881.991,1.881991,"3HW","25"
"E2","A_d",1946.396,1.946396,"3HW","25"
"E2","B_f",1455.971,1.455971,"3HW","25"
"E2","A_d",4013.092,4.013092,"3HW","25"
"E2","B_f",1721.292,1.721292,"3HW","25"
"E2","A_d",2058.545,2.058545,"3HW","25"
"E2","B_f",785.561,0.785561,"3HW","25"
"E2","A_d",1984.978,1.984978,"3HW","25"
"E2","B_f",1846.869,1.846869,"3HW","25"
"E2","A_d",2625.832,2.625832,"3HW","25"
"E2","B_f",1181.602,1.181602,"3HW","25"
"E2","A_d",1636.768,1.636768,"3HW","25"
"E2","B_f",1564.481,1.564481,"3HW","25"
"E2","A_d",2986.349,2.986349,"3HW","25"
"E2","B_f",1496.874,1.496874,"3HW","25"
"E2","A_d",3838.856,3.838856,"3HW","25"
"E2","B_f",2317.237,2.317237,"3HW","25"
"E2","A_d",3811.339,3.811339,"3HW","25"
"E2","B_f",1640.753,1.640753,"3HW","25"
"E2","A_d",1945.702,1.945702,"3HW","25"
"E2","B_f",2472.462,2.472462,"3HW","25"
"E2","A_d",3400.621,3.400621,"3HW","25"
"E2","B_f",1077.707,1.077707,"3HW","25"
"E2","A_d",1372.152,1.372152,"3HW","25"
"E2","B_f",1370.712,1.370712,"3HW","25"
"E2","A_d",3916.995,3.916995,"3HW","25"
"E2","B_f",1616.11,1.61611,"3HW","25"
"E2","A_d",2711.697,2.711697,"3HW","25"
"E2","B_f",1339.321,1.339321,"3HW","25"
"E2","A_d",4230.553,4.230553,"3HW","25"
"E2","B_f",960.685,0.960685,"3HW","25"
"E2","A_d",1284.779,1.284779,"3HW","25"
"E2","B_f",2122.76,2.12276,"3HW","25"
"E2","A_d",3596.82,3.59682,"3HW","25"
"E2","B_f",699.561,0.699561,"3HW","25"
"E2","A_d",1718.409,1.718409,"3HW","25"
"E2","B_f",1140.385,1.140385,"3HW","25"
"E2","A_d",3222.537,3.222537,"3HW","25"
"E2","B_f",1399.962,1.399962,"3HW","25"
"E2","A_d",2609.34,2.60934,"3HW","25"
"E2","B_f",1464.938,1.464938,"3HW","25"
"E2","A_d",2752.105,2.752105,"3HW","25"
"E2","B_f",1152.2,1.1522,"3HW","25"
"E2","A_d",4020.203,4.020203,"3HW","25"
"E2","B_f",1362.193,1.362193,"3HW","25"
"E2","A_d",2288.811,2.288811,"3HW","25"
"E2","B_f",2630.742,2.630742,"3HW","25"
"E2","A_d",3156.286,3.156286,"3HW","25"
"E2","B_f",538.853,0.538853,"3HW","25"
"E2","A_d",3982.422,3.982422,"3HW","25"
"E2","B_f",1140.924,1.140924,"3HW","25"
"E2","A_d",1885.889,1.885889,"3HW","25"
"E2","B_f",1508.902,1.508902,"3HW","25"
"E2","A_d",3939.359,3.939359,"3HW","25"
"E2","B_f",804.358,0.804358,"3HW","25"
"E2","A_d",2186.775,2.186775,"3HW","25"
"E2","B_f",2021.195,2.021195,"3HW","25"
"E2","A_d",2242.786,2.242786,"3HW","25"
"E2","B_f",670.642,0.670642,"3HW","25"
"E2","A_d",2792.242,2.792242,"3HW","25"
"E2","B_f",2794.923,2.794923,"3HW","25"
"E2","A_d",2134.904,2.134904,"3HW","25"
"E2","B_f",1653.495,1.653495,"3HW","25"
"E2","A_d",2914.254,2.914254,"3HW","25"
"E2","B_f",1597.685,1.597685,"3HW","25"
"E2","A_d",1753.047,1.753047,"3HW","25"
"E2","B_f",1214.26,1.21426,"3HW","25"
"E2","A_d",2566.505,2.566505,"3HW","25"
"E2","B_f",1444.819,1.444819,"3HW","25"
"E2","A_d",2114.648,2.114648,"3HW","25"
"E2","B_f",1905.252,1.905252,"3HW","25"
"E2","A_d",2004.532,2.004532,"3HW","25"
"E2","B_f",1636.039,1.636039,"3HW","25"
"E2","A_d",3594.126,3.594126,"3HW","25"
"E2","B_f",1190.661,1.190661,"3HW","25"
"E2","A_d",2350.97,2.35097,"3HW","25"
"E2","B_f",687.7,0.6877,"3HW","25"
"E2","A_d",2123.474,2.123474,"3HW","25"
"E2","B_f",2329.379,2.329379,"3HW","25"
"E2","A_d",2003.77,2.00377,"3HW","25"
"E2","B_f",1500.459,1.500459,"3HW","25"
"E2","A_d",4125.547,4.125547,"3HW","25"
"E2","B_f",686.07,0.68607,"3HW","25"
